dish_ID,Fat to Protein,Carb to Protein
dish_1566587102,0.276487958,0.298024074
dish_1558631904,0.666666667,46.6666645
dish_1561049373,1.112519057,0.116472377
dish_1564601638,0.918210136,0.840833702
dish_1562603536,1.135135135,0.037837838
dish_1561578156,1.2,5.900002103
dish_1565195398,1.139013955,4.444579701
dish_1566502437,3.748034661,2.234448467
dish_1558638216,0.111111111,10.37037037
dish_1562704640,0.670942755,1.217189569
dish_1563813395,1.146860657,0.764088165
dish_1565981802,0.634648335,0.752030035
dish_1564170098,5.39625585,8.059282371
dish_1558636902,0.222222222,11.11111111
dish_1560367980,0.822403661,1.840798314
dish_1563898813,1.258228524,0.317261547
dish_1565711570,1.549869133,1.286169567
dish_1563910276,0.359873219,0.253565057
dish_1558640074,0.666666667,46.66666667
dish_1563308323,0.222222222,11.11111111
dish_1558636928,0.222222222,4.333333333
dish_1562872182,0.125601926,1.381621188
dish_1565107211,0.283504529,1.027762179
dish_1560802562,1.978785618,3.89657787
dish_1558722322,0.222222222,11.11111111
dish_1558639876,0.191181785,5.554752801
dish_1566838378,0.886762971,5.458730983
dish_1562169729,0.382145185,2.648530179
dish_1566501258,0.090909091,8.181818182
dish_1563811439,0.025947207,0.326764216
dish_1566419546,0.808112701,2.71051496
dish_1557853229,0.84,0.096
dish_1557937037,0.583333333,10
dish_1565811287,0.133333333,1.466666667
dish_1559843690,0.195316962,8.023986294
dish_1562947409,0.358108108,21.84966132
dish_1563217993,0.571906114,0.662398208
dish_1561580322,0.461307288,2.506386176
dish_1558550079,0.666666667,46.66666432
dish_1561664013,0.26067374,0.229933877
dish_1563480534,0.413819924,0.433731858
dish_1558375506,0.014285715,0.021428573
dish_1559838214,1.135135135,0.037837838
dish_1566501153,1.6462784,0.351991967
dish_1562008936,0.65625,1.34375
dish_1562689645,1.118986731,0.229668695
dish_1567625392,3.010594218,3.916191701
dish_1562613340,1.016747166,0.619535912
dish_1561578461,0.570273565,0.895188643
dish_1562010929,0.924415471,0.874431595
dish_1566501324,2.784015224,9.550903901
dish_1568404889,0.774868298,7.230844472
dish_1562946075,1.283851171,0.364072615
dish_1562184628,0.928551172,0.017000847
dish_1558641108,0.327272727,16.68080808
dish_1558376364,0.285714286,25.71428773
dish_1558640917,0.166666667,2.777777778
dish_1562872498,0.265063274,0.680400735
dish_1568316041,1.706502888,0.609155068
dish_1558459462,0.285714286,25.71428571
dish_1560801041,0.415402233,2.463793978
dish_1565898544,0.625874918,0.560386566
dish_1563897047,0.02,0.07
dish_1560526552,1.492742029,1.92017537
dish_1562703408,0.692174467,1.886150776
dish_1563464670,0.751928546,2.616100859
dish_1558636582,1.900979042,2.431754538
dish_1558723512,0.222222222,11.11111111
dish_1558381084,0.285714286,25.71428571
dish_1568401018,0.11751186,0.067779364
dish_1560443537,0.34439834,22.69709468
dish_1566500988,0.164948454,4.404873477
dish_1565379868,0.589338507,1.260432869
dish_1562172600,0.196219035,0.535528031
dish_1565119439,0.715263394,1.566959845
dish_1564775147,0.913823837,0.21271008
dish_1565640772,0.11791653,0.065554994
dish_1561574783,4.887897507,1.677729858
dish_1561737271,1.118197904,1.13536903
dish_1560444985,1.968885562,4.695400343
dish_1565640868,0.277303178,0.403742998
dish_1558114937,0.181818182,2.409090909
dish_1558379182,2.209821332,1.013392776
dish_1558725226,0.166666667,2.777777778
dish_1563389413,0.166666667,2.916666667
dish_1563826306,1.102694649,1.567540629
dish_1567538263,2.66781431,2.931075198
dish_1563305653,0.096774194,1.064516129
dish_1565035858,0.121057384,0.427228453
dish_1559245589,1.331621245,11.10214087
dish_1566330399,0.591452813,0.14527789
dish_1561579673,0.414545471,1.223659921
dish_1565640365,0.299026059,0.726752156
dish_1566333324,0.516753137,1.395212401
dish_1565378731,0.959469925,6.206828879
dish_1558628956,0.557377049,0.524590164
dish_1558116090,0.25,10
dish_1559841091,0.612442568,2.748665094
dish_1568061145,0.941491716,3.123939595
dish_1560973936,5.406049129,5.58555966
dish_1567537422,1.924627108,3.730457117
dish_1561579576,0.557980009,3.960132623
dish_1562007817,0.577216384,1.968669401
dish_1563827482,0.723128193,0.317249649
dish_1562010315,0.617433182,0.318807751
dish_1565811061,0.117961728,0.137687871
dish_1566402160,0.184456618,0.886931225
dish_1562946106,1.268314813,0.508877158
dish_1562784266,0.851760852,4.144144554
dish_1565798617,0.545360765,1.316734529
dish_1564169254,1.061817047,3.188573057
dish_1562874282,0.958259641,0.457644795
dish_1560799407,1.224070415,0.831765783
dish_1558720289,0.166666667,2.777777778
dish_1558373492,1.713915222,1.085555867
dish_1558630737,0.166666667,2.777777778
dish_1559844490,0.337748344,20.19867623
dish_1559581333,1.106165848,0.155603636
dish_1558720097,0.222222222,11.11111111
dish_1563984771,0.930317772,0.434187204
dish_1568405499,0.659909671,0.585935188
dish_1563216659,0.170692592,0.152728632
dish_1558723568,0.476411446,11.07501908
dish_1561661500,0.460360922,1.743847146
dish_1558026623,0.2,18
dish_1564170173,1.755131265,5.541766587
dish_1566851616,0.799475304,2.490329662
dish_1561662190,1.662557961,7.669553741
dish_1565030350,7.005568969,2.714256111
dish_1560543557,1.169997018,3.47032538
dish_1558724992,2.209821304,1.013392856
dish_1558373284,1.414507818,0.21761658
dish_1568405273,0.685559344,0.46699688
dish_1563391375,0.938310454,0.608235693
dish_1562008429,0.608525013,0.194884396
dish_1562702044,0.483696017,3.252856022
dish_1561060531,0.609089559,3.904797267
dish_1562774129,1.883103964,7.365904483
dish_1560453132,4.540255175,2.040254649
dish_1565637578,0.241985176,0.907713777
dish_1559849466,2.100912358,3.068772325
dish_1559149688,0.839999956,0.096
dish_1558373639,0.181818182,2.409090909
dish_1562602832,0.560191612,1.585316957
dish_1558026714,1.135135135,0.037837838
dish_1561739212,0.038936145,2.850964538
dish_1563565454,1.020340979,1.195328925
dish_1561404956,0.193236717,0.336395753
dish_1568315040,0.780532463,0.664453924
dish_1565379827,1.58159051,10.29849092
dish_1564691420,3.068996517,5.05696004
dish_1561661377,0.205162062,0.271059619
dish_1565725095,1.630358844,6.092410607
dish_1558638844,0.666666667,46.6666645
dish_1558379273,1.414507772,0.21761658
dish_1564761426,0.155654426,1.974765987
dish_1562876645,0.324566211,0.719175227
dish_1559233570,0.428571429,11.42857143
dish_1558113941,2.104095963,1.08615436
dish_1563900205,1.107708144,1.671937963
dish_1561580278,0.65625,1.34375
dish_1563824065,0.25,2.977272727
dish_1566316612,1.875023946,0.880497418
dish_1558373687,1.41450783,0.21761658
dish_1562949494,1.335869762,7.73886061
dish_1562945499,0.42848972,2.48426837
dish_1564429843,0.534745512,2.407003988
dish_1565728634,0.506902518,1.333691172
dish_1564685144,1.48005698,3.888888889
dish_1565203094,0.237103257,0.325383376
dish_1560368162,0.387207754,3.247147709
dish_1559233055,0.557377049,0.524590164
dish_1562704528,0.839285714,2.991071429
dish_1565884692,0.02,0.070000002
dish_1565031283,0.601544042,0.188718708
dish_1558640593,0.666666667,46.66666667
dish_1562687554,2.637142708,4.675587141
dish_1561145732,0.166666667,12.5
dish_1560539314,0.890205969,0.306994349
dish_1558639221,0.166666667,2.777777778
dish_1559172356,0.486024935,0.211996852
dish_1558110385,0.84,0.096
dish_1562959344,0.049608355,2.992167102
dish_1563811639,1.077294613,0.541062802
dish_1562860723,0.376218324,21.37426901
dish_1559232986,1.135135135,0.037837838
dish_1561737176,1.414507709,0.217616571
dish_1567537280,0.676901557,0.995896122
dish_1561578188,0.514766665,3.829564503
dish_1562180089,0.952587222,0.313169353
dish_1567022251,1.394389997,6.24569145
dish_1566850031,0.226794278,0.304566152
dish_1566933401,1.799999654,1.466666321
dish_1560357832,2.288887886,3.772118819
dish_1562875870,0.81918321,1.222853061
dish_1562690886,1.20833367,2.916667917
dish_1563302345,0.175979324,0.118435705
dish_1566923060,1.842570365,1.809188958
dish_1558462036,0.137931034,1.24137931
dish_1558637247,0.774193548,7.096774194
dish_1558028142,0.166666667,12.66666667
dish_1560543625,0.477612264,0.497825551
dish_1563565323,0.752546859,1.503035765
dish_1558379639,1.414507707,0.21761657
dish_1559932674,0.111111111,13.33333333
dish_1559245801,0.428571429,20
dish_1562873814,4.2241758,3.305534598
dish_1566931620,0.542969584,0.458133843
dish_1567785223,1.300593925,0.50364347
dish_1561739188,0.146752205,18.68484282
dish_1564687046,0.862985425,0.607332331
dish_1562873187,0.597058203,2.300723963
dish_1561491180,0.879558401,0.958261308
dish_1558725702,0.088235294,2.647059075
dish_1562789240,0.68011252,0.816186772
dish_1559590031,1.266211954,2.7272776
dish_1563389693,0.642968521,0.32548033
dish_1563208412,0.714285714,0.214285714
dish_1566416388,2.343343479,6.70819006
dish_1565728388,0.839285714,2.991071619
dish_1562963059,0.976527807,0.732903814
dish_1560543729,0.463339379,1.244059646
dish_1564588567,0.837576167,0.146732322
dish_1558381665,0.166666667,2.916666667
dish_1560455343,4.540256177,2.040255252
dish_1565203015,0.178807912,0.083543625
dish_1560455380,2.851877312,2.046087689
dish_1565721855,0.261193242,0.385760772
dish_1567020394,0.929540598,1.224489733
dish_1558723671,0.222222222,11.11111111
dish_1563897395,0.904324219,9.280574346
dish_1561664061,0.251898908,0.352416246
dish_1558379324,0.25,10
dish_1558458584,2.057967499,2.097259277
dish_1567024187,0.753865947,2.302222619
dish_1558639012,0.477481323,13.50352188
dish_1565382733,1,2.666666585
dish_1561575347,0.746057675,1.030771196
dish_1563564707,0.622524726,3.736832839
dish_1562790775,19.79580752,3.854856386
dish_1561575033,0.24975079,0.275994175
dish_1565811139,0.838099336,0.121234824
dish_1567023375,1.253824245,0.56623243
dish_1558721533,0.25,10
dish_1562874049,0.839285666,2.991071429
dish_1562872746,1.361858724,0.749972717
dish_1558638954,0.285714286,25.71428682
dish_1558641164,0.666666667,46.6666645
dish_1562611824,2.022549498,2.822825399
dish_1558461607,0.285714286,25.71428684
dish_1560366389,4.887895406,1.677729858
dish_1561392632,1.349494352,0.739841682
dish_1566499686,0.777864446,0.741329431
dish_1563395510,0.549308562,0.964637895
dish_1559157454,4.887896267,1.677729858
dish_1563563348,0.777035213,0.412372603
dish_1561405389,0.23989798,0.346008613
dish_1560526514,2.457012163,7.615873494
dish_1558629818,2.209821429,1.013392857
dish_1568320296,0.839285714,2.991071429
dish_1558116399,0.181818182,2.409090909
dish_1562875211,0.853174684,2.789682459
dish_1561492519,0.256245663,4.543545975
dish_1563304333,0.351569166,0.567782281
dish_1558723719,2.209821317,1.013392857
dish_1560798744,0.733126218,2.064647819
dish_1558113304,1.943919423,2.978985451
dish_1563308428,0.763516932,1.078621646
dish_1558630932,1.802260577,3.323102447
dish_1560368019,0.829063557,1.912391433
dish_1563911255,0.564199959,1.095560008
dish_1563813833,0.559485927,0.127107647
dish_1562775373,1.116278975,0.103398922
dish_1559242221,2.209821342,1.013392817
dish_1566332193,0.568931946,0.356204549
dish_1563295292,1.135135135,0.037837838
dish_1567106794,5.017486532,0.839179333
dish_1562691566,0.235844958,0.587059188
dish_1562703382,0.842323795,4.481328087
dish_1563909507,3.169752037,2.830837222
dish_1566414723,0.323584328,0.253849115
dish_1564589025,2.499998995,18.00000201
dish_1558458847,0.666666667,46.66666667
dish_1558632130,0.25,10
dish_1562787783,2.84809345,5.444880239
dish_1567022383,0.24569727,0.300502878
dish_1566587143,0.71628441,0.553857226
dish_1563567663,1.300321194,0.952248465
dish_1563822636,0.694518723,0.538742035
dish_1560442450,0.039999997,0.359999976
dish_1566923004,1.064493875,1.17941656
dish_1558115512,1.414507673,0.217616571
dish_1564588533,0.6601222,0.137760568
dish_1558544427,0.84,0.096
dish_1561749664,0.486024912,0.211996863
dish_1565811000,0.116326218,0.011227195
dish_1561578441,0.927497706,1.708916173
dish_1565897617,0.764657152,0.326485059
dish_1561665671,0.854198344,4.051360027
dish_1558113204,2.209821429,1.013392857
dish_1560356523,1.135135072,0.037837837
dish_1561393764,1.05402292,0.28973041
dish_1559332487,0.529411765,4.588235294
dish_1558628888,0.84,0.096
dish_1561749016,0.881196771,0.954494708
dish_1564601569,1.171111453,4.677059355
dish_1568044581,0.082420155,0.673263121
dish_1560787781,0.913817868,4.930767021
dish_1563205982,0.270171561,3.392904006
dish_1558723818,0.774193548,7.096773892
dish_1561480414,0.887644575,2.995410318
dish_1565032714,4.464371466,4.698609656
dish_1561049435,1.077081881,0.634809258
dish_1561407208,0.124025961,0.11781755
dish_1559062051,0,18.00000135
dish_1562169762,1.032006365,0.395708125
dish_1563826223,0.737965447,0.19357138
dish_1558031019,0.896212088,4.160262273
dish_1564589308,3.238095534,8.571428867
dish_1558379391,1.764412076,1.108576137
dish_1565035802,0.153742596,3.980883145
dish_1564086748,0.682920502,2.330023188
dish_1561752035,0.475133689,0.642309631
dish_1560444592,1.023109244,1.596476972
dish_1562958775,3.013258097,7.981823931
dish_1565813446,1.120230287,0.422677381
dish_1558468494,0.333333333,3.777777778
dish_1561567053,0.333333333,12.66666667
dish_1567525712,5.850217561,4.76807122
dish_1558717604,0.666666667,46.66666432
dish_1562168696,1.45142346,10.63630674
dish_1561576483,0.463561654,0.93784992
dish_1561060503,0.736822637,4.213242094
dish_1558721980,0.25,10
dish_1563897369,1.504902925,14.46187755
dish_1561049409,1.096598274,0.413823637
dish_1558460908,0.338058888,21.60959651
dish_1559593646,3.655822454,3.613318947
dish_1560798928,0.919837709,2.188050589
dish_1558640267,0.285714286,25.71428727
dish_1562688382,0.714285714,0.214285714
dish_1562774475,1.569730519,0.928689205
dish_1561739576,0,18.00000119
dish_1562603842,5.733548599,9.052653101
dish_1563908996,0.356755065,0.526832726
dish_1565035830,0.118334006,0.270203613
dish_1563305722,0.174315645,0.136921777
dish_1558642490,0.185583433,5.615292712
dish_1558724689,0.166666667,2.777777778
dish_1560369313,0.707362433,0.689566193
dish_1560441288,1.050502152,0.542132951
dish_1559243974,2.049208217,3.799914122
dish_1567789154,1.414507725,0.21761658
dish_1565898590,0.608891956,1.004289977
dish_1558718974,2.209821416,1.013392734
dish_1566590566,0.508106007,0.496371173
dish_1565207662,0.793824843,0.841838444
dish_1568315132,0.841254816,0.719471144
dish_1563897794,0.428571429,20
dish_1562788601,0.826856815,2.10682413
dish_1558030724,0.166666667,12.66666667
dish_1561579706,0.458847813,0.953603987
dish_1563294575,1.136575638,4.7810024
dish_1565207631,0.605325137,2.473753425
dish_1562688552,0.745569189,2.579925187
dish_1559675146,0.102542373,3.550847458
dish_1564690085,0.625513048,2.379231014
dish_1559668016,1.363102305,2.229099026
dish_1558640190,0.25,10
dish_1565640195,0.1,4.5
dish_1561405356,0.125649211,0.224364951
dish_1561663891,0.493269134,0.847277353
dish_1566590987,0.297481566,0.103937832
dish_1560356355,1.195635266,2.222798733
dish_1568665052,0.484602445,0.519065215
dish_1566936297,0.532522803,0.209138791
dish_1567110665,1.097731841,1.227103541
dish_1557937079,1.135135035,0.037837838
dish_1562959295,0.142857143,4.857142857
dish_1561406789,0.211148647,10.43035087
dish_1562960472,1.477926642,3.643971008
dish_1563308386,2.100090134,8.421951703
dish_1562788794,0.63901138,0.978637914
dish_1562687274,10.45519138,11.64150089
dish_1561665378,0.774193548,7.096774194
dish_1562168648,2.177418945,4.809475586
dish_1559925174,0.428571429,20.00000092
dish_1558376734,1.414507858,0.21761658
dish_1568664972,0.472569499,0.353331681
dish_1567019993,0.382145177,2.64852953
dish_1565811335,0.597584954,3.510006089
dish_1563476267,4.64516129,8.032258381
dish_1563824377,0.72873434,0.314310656
dish_1558115764,1.135134929,0.037837834
dish_1563221086,0.630317349,0.428458906
dish_1564427406,0.659292035,0.004424779
dish_1567110631,2.167853104,4.090334251
dish_1564685360,0.771897764,0.192109959
dish_1568666000,0.737723513,2.413321526
dish_1562687299,8.49145375,12.85907166
dish_1561665422,0.198063085,0.303193387
dish_1565798591,0.550647008,0.471079318
dish_1565036922,0.649906612,1.139982149
dish_1563302315,0.096774194,1.064516129
dish_1563220802,0.517039954,0.453115483
dish_1566414225,1.113636515,4.772727236
dish_1560442303,1.046950446,1.242185232
dish_1562691613,0.21815852,2.550630043
dish_1562872662,0.962397992,0.320505253
dish_1563563264,0.813633474,0.099956654
dish_1559843185,0.301113064,8.916226714
dish_1563389719,0.633275133,0.463426786
dish_1559841870,0.25,37.99999751
dish_1558635546,0.666666667,46.66666382
dish_1559843222,0.297755383,12.57902016
dish_1560455421,1.216441462,1.265979779
dish_1558109945,0.014285714,0.021428571
dish_1564170010,0.529629581,0.49025054
dish_1561664042,0.257504147,0.251456765
dish_1561405864,0.231668893,0.550227604
dish_1565020867,0.448215976,2.57075961
dish_1564773847,0.894022874,0.330687489
dish_1565711326,3.419734842,16.49173475
dish_1561576257,4.28079635,8.499792617
dish_1562007739,0.65625,1.34375
dish_1563304301,1.905578017,5.038930648
dish_1563216689,0.170313939,0.412676572
dish_1561480391,0.428571429,20
dish_1563389114,1.709121995,4.388034421
dish_1563813436,1.176216696,1.138015488
dish_1566847454,0.609202376,0.757241231
dish_1561060477,0.797638436,4.49002443
dish_1562617446,1.1228602,3.133024162
dish_1558725829,0.401159352,7.58428972
dish_1565987269,0.839285714,2.991071627
dish_1560961012,0.858369099,4.324034486
dish_1558027243,1.019923414,1.968281798
dish_1558636813,0.285714286,25.71428571
dish_1566851198,0.815517803,1.656691538
dish_1566936352,0.506261068,0.491951566
dish_1562959517,4.426538156,3.665230635
dish_1561753168,0.486024973,0.211996862
dish_1564675411,0.199840872,0.076947118
dish_1566413321,0.137931034,1.24137931
dish_1561407283,0.465066268,0.664361893
dish_1561746876,0.486024915,0.211996844
dish_1564775182,0.94537265,0.502366061
dish_1565194852,0.123620234,1.259006659
dish_1565204855,0.382145574,2.648530877
dish_1562788732,0.849605509,0.35892243
dish_1559059992,0,18
dish_1558122583,0.05,8.5
dish_1559245697,0.589490659,10.85262594
dish_1560961261,0.983376195,0.855623057
dish_1558548666,0.111111111,10.37037037
dish_1568666089,0.58730984,1.977730948
dish_1568060542,0.551594486,1.239559914
dish_1562085185,1.861641804,1.363249544
dish_1565208637,0.581631451,2.265844303
dish_1566402095,0.182456133,0.701449996
dish_1566501012,5.727075421,5.865979381
dish_1567023296,3.480253378,1.554168433
dish_1566851549,0.839285714,2.991071429
dish_1566501594,4.645160994,8.032257769
dish_1562956486,0.6,0.2375
dish_1558722780,0.386377709,6.508358927
dish_1558640008,2.113522648,1.312258186
dish_1561737200,0.869205203,0.159893202
dish_1566844766,0.65625,1.34375
dish_1564691380,0.944884602,6.321047193
dish_1563568357,0.887662939,1.618564863
dish_1561574215,3.548138006,2.116816503
dish_1558721636,0.558492201,7.759532279
dish_1563568003,0.893888944,0.270881785
dish_1566402197,0.185866201,0.997293146
dish_1558373449,2.209821367,1.013392857
dish_1558379128,0.285714286,25.71428571
dish_1558641897,0.774193548,7.096774487
dish_1562702441,1.316885449,4.069250716
dish_1558630325,2.144603259,1.719434189
dish_1560368570,0.842512303,0.583354711
dish_1562945779,2.177419181,4.809475216
dish_1562085604,0.428571429,20.00000034
dish_1559844366,2.074047115,1.815298311
dish_1558462228,0.111111111,10.37037037
dish_1558632445,2.209821418,1.013392807
dish_1566317775,0.55187638,6.509933499
dish_1563480505,0.420392758,0.369283372
dish_1558115915,1.414507772,0.21761658
dish_1559849497,2.034900759,3.892300453
dish_1562617470,0.667241363,1.261016793
dish_1561741063,0.390909091,0.309090909
dish_1558378634,1.705600463,1.16648669
dish_1563476646,0.60589336,0.723976008
dish_1558719298,2.209821429,1.01339276
dish_1559332418,0.486024908,0.21199682
dish_1563309285,2.104638009,3.734728507
dish_1560888893,0.279094714,0.800502035
dish_1562184604,0.76,0
dish_1560370804,0.898734177,10
dish_1561577198,1.289812254,2.722234699
dish_1558548958,0.137931034,1.24137931
dish_1559589902,0.085264133,1.223354958
dish_1560444931,0.924756154,3.822573386
dish_1565813386,0.6,0.2375
dish_1561577947,0.502702714,0.191698117
dish_1563823292,0.737965479,0.19357141
dish_1561405008,0.558812038,0.434865205
dish_1565379788,1.331622766,11.1021493
dish_1565194752,0.101707226,0.6607301
dish_1562096372,0.350381778,0.150150042
dish_1564588859,0.202868558,0.408394
dish_1565898361,0.483761951,0.195634369
dish_1560529825,0.390625,17.0781237
dish_1562774504,1.545742283,1.156426761
dish_1562872945,0.772761398,1.515340357
dish_1558718680,2.209821429,1.013392857
dish_1563207301,0.77925,3.021124875
dish_1567789256,1.562388644,0.227111759
dish_1563996509,0.545750154,0.58929827
dish_1564689078,4.540256404,2.040255369
dish_1564429235,0.67806001,0.65326092
dish_1561579824,0.591452856,0.145277902
dish_1565894889,1.681674296,5.013551875
dish_1560443607,0.055195426,2.590886518
dish_1562012076,0.378213461,6.488202026
dish_1562700496,0.166666667,2.777777778
dish_1561577083,0.839285714,2.991071429
dish_1562605352,1.029254462,0.405248026
dish_1561574479,0.752896046,1.02912327
dish_1560442279,1.023149906,1.727702236
dish_1559846034,0.166666667,2.916666667
dish_1562086740,1.114107234,0.110950345
dish_1561574974,1.199999866,5.900000403
dish_1564590190,1.45503595,17.40654715
dish_1556575327,2.39958159,3.70223152
dish_1562615128,0.911933079,0.502981266
dish_1558468285,0.181818182,2.409090909
dish_1558725049,0.088235294,2.647058824
dish_1561579505,0.166666667,2.777777778
dish_1558721380,0.222222222,4.333333333
dish_1558724005,0.25,10
dish_1565640842,0.110725713,0.308723024
dish_1562876531,0.287810647,0.367723266
dish_1561665626,0.774193548,7.096774194
dish_1562945900,0.911598685,6.180624775
dish_1564000202,0.839285714,2.991071488
dish_1558113477,2.209821231,1.013392767
dish_1562947885,0.285714286,25.71428754
dish_1566316496,19.79581602,3.854857609
dish_1558641416,0.774193548,7.096774194
dish_1558630649,0.354114713,24.64837805
dish_1563393244,0.160904205,3.582619199
dish_1558632475,0.774193548,7.096773906
dish_1558721827,2.052259755,1.836834742
dish_1559235639,0.428571429,11.42857143
dish_1562860045,1.117060374,0.10068242
dish_1565986733,0.830551894,0.230975049
dish_1560368395,0.2,18.00000146
dish_1561576212,3.238095238,8.571429034
dish_1565118067,0.157904369,0.504390347
dish_1562168399,0.315974666,22.95566432
dish_1560455442,1.053653704,2.109547686
dish_1567110556,4.840609859,3.174490165
dish_1558635933,0.25,10
dish_1567542953,0.71341322,1.883865456
dish_1562790855,0.865528442,0.303237413
dish_1564428181,0.942222204,0.610836957
dish_1568666061,0.589832956,1.863970252
dish_1563480608,0.48569993,0.512417361
dish_1563218031,0.358997182,0.372451887
dish_1563998279,0.659965849,0.446253166
dish_1559245654,0.25,37.99999876
dish_1563823814,1.566191325,7.276333144
dish_1559158263,4.887899489,1.677730917
dish_1563217939,0.571417069,0.35656312
dish_1558546918,0.111111111,10.37037037
dish_1562963325,0.607244327,1.26071254
dish_1566329021,0.472604684,1.260690184
dish_1560799113,0.881818182,3
dish_1561491210,0.845628348,1.044860969
dish_1560444914,0.267108168,17.56732781
dish_1558629398,1,9.714285714
dish_1565107143,0.287145375,0.686889774
dish_1560441464,0.428571429,20
dish_1562611580,1,2.666666667
dish_1563389079,0.501097008,5.266518697
dish_1560526530,1.931526656,3.886702239
dish_1561752449,0.587021129,0.575060001
dish_1559846450,0.25,37.99999751
dish_1561393619,0.392324498,1.04911508
dish_1562947376,0.2,26
dish_1564773976,0.420185152,0.501081935
dish_1563205877,0.714285714,0.214285714
dish_1563910106,4.854306935,5.294638139
dish_1566591048,0.414797472,0.1230653
dish_1561663035,0.839285714,2.991071519
dish_1560787696,1.135135135,0.037837838
dish_1565107066,1.1,0.16
dish_1561481577,1.135135052,0.037837835
dish_1561737839,0.428571429,19.99999961
dish_1563827060,0.839285714,2.991071591
dish_1562010085,0.612246049,0.278056463
dish_1556575124,0.285714286,4.857142857
dish_1561748950,0.475947884,0.838690725
dish_1562097624,0.833333634,4.547620018
dish_1565721800,0.529411765,4.588235294
dish_1559578551,1.135135135,0.037837838
dish_1561405887,0.245472505,0.682646437
dish_1565986702,0.875748525,0.249881913
dish_1561665747,0.839388642,3.415515235
dish_1562168450,0.326882729,2.941157304
dish_1561406762,1.331623613,11.10216197
dish_1561576707,0.27984355,0.517534137
dish_1558642420,0.222222222,11.11111111
dish_1565118729,0.579078513,0.215200668
dish_1568320470,0.851274048,1.504987801
dish_1558372695,1.414507772,0.21761658
dish_1562173111,1.82352931,2.47058811
dish_1563813806,0.02,0.07
dish_1559678629,0.877753603,0.638526617
dish_1557936555,0.84,0.096
dish_1563221640,0.572590617,1.130621103
dish_1558373074,0.014285715,0.021428573
dish_1566587958,0.486024939,0.211996875
dish_1565024707,1.037860987,0.135271565
dish_1559849053,2.142783003,1.874006537
dish_1568060746,0.823131099,0.189959307
dish_1558719514,1.663167171,3.344504677
dish_1561060976,0.406606161,0.509620045
dish_1565728562,0.478559886,0.858094485
dish_1558457577,0.84,0.096
dish_1568401199,0.591478354,0.654240067
dish_1558721323,0.25,10
dish_1566332116,3.25551715,3.019409731
dish_1558115320,2.209821429,1.013392857
dish_1558639752,1.482108805,3.6385871
dish_1563222745,1,2.666666667
dish_1566587689,0.40233072,0.827953517
dish_1561393550,0.390909071,0.309090893
dish_1565728684,0.660587743,1.365658749
dish_1558635865,0.774193548,7.096774194
dish_1559845370,0.114272388,10.03264925
dish_1558458438,0.137931034,1.24137931
dish_1561575506,0.66112687,0.515247249
dish_1564589072,1.381233269,1.824270489
dish_1567789190,1.956118949,0.324789113
dish_1559846688,6.00053951,2.407774047
dish_1558723096,0.166666667,2.777777778
dish_1564675380,0.965635739,0.10652921
dish_1560444616,1.002026265,1.945132881
dish_1562774346,1.124444406,0.148000006
dish_1558635962,2.209821429,1.013392857
dish_1558115641,1.275812536,1.510589774
dish_1565972363,0.02,0.069999999
dish_1561392570,3.505159423,6.535731105
dish_1559319902,0.2,26
dish_1561752970,0.587021229,0.575059931
dish_1562698132,0.852268074,0.502915439
dish_1566849208,0.181818182,2.409090909
dish_1563996464,2.606990552,2.209182074
dish_1562615360,1.140399293,1.119801281
dish_1563476463,0.614340345,0.79593722
dish_1561663990,0.182112359,0.115106184
dish_1563567722,1.246059812,1.37001132
dish_1562774159,1.535599488,7.926408184
dish_1562859116,1.1,0.16
dish_1561662501,1.026364399,3.186276215
dish_1560444785,0.987125675,2.893712358
dish_1566588016,0.512275037,0.550062228
dish_1568313527,2.303030303,3.015151515
dish_1560527950,0.333333333,12.66666667
dish_1561062286,0.44313105,1.274596741
dish_1560801883,0.520373367,0.813679938
dish_1562789207,0.839285714,2.991071591
dish_1558717886,0.666666667,46.66666432
dish_1563811412,0.019999999,0.069999997
dish_1562960437,3.238095238,8.571428571
dish_1562010891,0.91413546,0.817038189
dish_1561666619,0.285714286,25.71428846
dish_1562862550,1.01913997,1.545598391
dish_1562613045,0.083263684,0.849168789
dish_1558378516,0.285714286,25.71428678
dish_1558463113,0.184165232,8.43144062
dish_1562687527,4.003030804,5.561409935
dish_1561574848,0.566837909,0.266722015
dish_1562861103,19.79583015,3.854860805
dish_1565727765,0.168306011,2.861748634
dish_1562959103,0.943779327,1.844520744
dish_1561749818,0.451661328,0.507347253
dish_1561576618,1.325277261,4.812367542
dish_1558463362,0.222222222,4.333333333
dish_1563567372,0.877846285,1.082934135
dish_1561404438,0.737965468,0.193571412
dish_1558380527,1.414507707,0.21761657
dish_1558725734,0.222222222,11.11111111
dish_1560787817,0.878027328,4.539139639
dish_1567801716,0.839285714,2.991071429
dish_1562790224,4.438952148,1.143434152
dish_1564516483,0.493954258,0.44756089
dish_1556575273,2.39958159,3.70223152
dish_1559675101,0.088235294,2.647058824
dish_1565210009,0.601001015,2.575981723
dish_1560455224,1.158968058,5.330051688
dish_1563563492,1.081404732,2.666697331
dish_1564159588,1.209357497,0.110865102
dish_1563551220,0.501570065,2.756276761
dish_1562704616,0.697800507,1.134072414
dish_1566329203,0.166666667,2.777777778
dish_1562961650,0.711038632,0.885269355
